ID,Employeeturnover
180472,0
169599,0
153857,0
82171,0
78741,0
144375,0
168689,0
136650,0
147154,0
176163,0
174700,0
45993,0
65775,0
80893,0
94324,0
140360,0
165453,0
46770,0
145432,0
178528,0
115703,0
144460,0
141348,0
93408,0
91487,0
67205,0
100254,0
66571,0
134718,0
159578,0
178341,0
94964,0
173098,0
147936,0
78033,0
73525,0
110381,0
106921,0
107754,0
116761,0
176106,0
121275,0
97386,0
105634,0
50534,0
61029,0
83303,0
103033,0
81198,0
166495,0
113073,0
118019,0
149651,0
49174,0
74937,0
147827,0
69620,0
168973,0
169796,0
65808,0
62944,0
92271,0
58930,0
49904,0
62988,0
74894,0
91909,0
50648,0
56983,0
159599,0
141821,0
133860,0
82206,0
63774,0
167414,0
152134,0
173757,0
160438,0
71875,0
45253,0
120756,0
171573,0
175714,0
176259,0
136808,0
103486,0
61413,0
170353,0
117350,0
45845,0
69643,0
145760,0
61585,0
67402,0
145891,0
49274,0
76252,0
162591,0
142886,0
124392,0
172818,0
182390,0
95404,0
182623,0
109050,0
138085,0
137439,0
114241,0
78537,0
94906,0
102019,0
141584,0
138701,0
72547,0
57541,0
100836,0
149166,0
113775,0
71748,0
111012,0
130660,0
162754,0
156793,0
131645,0
137243,0
168596,0
48571,0
96520,0
62215,0
71583,0
68739,0
69022,0
70147,0
102177,0
144223,0
64814,0
159104,0
86591,0
167531,0
128364,0
148331,0
173132,0
109976,0
65216,0
123540,0
60800,0
74098,0
45390,0
121489,0
76308,0
68078,0
129987,0
49854,0
168168,0
84948,0
74969,0
166471,0
144240,0
111289,0
144913,0
137867,0
170700,0
121553,0
110814,0
141985,0
86543,0
119054,0
108380,0
163730,0
182405,0
178998,0
93466,0
103110,0
135698,0
166762,0
49367,0
84784,0
179939,0
97272,0
166968,0
83262,0
126231,0
157847,0
84823,0
138986,0
82312,0
134361,0
147680,0
106071,0
158400,0
141160,0
118821,0
170648,0
70722,0
152331,0
83252,0
174895,0
99709,0
182119,0
171959,0
111761,0
150088,0
141182,0
106702,0
67197,0
97369,0
130507,0
55964,0
94517,0
119219,0
105758,0
133096,0
142116,0
143071,0
112597,0
50696,0
121166,0
137104,0
162865,0
163190,0
45551,0
71146,0
107356,0
47663,0
168315,0
100749,0
154764,0
157939,0
69866,0
174289,0
123327,0
86861,0
156369,0
89933,0
146072,0
53959,0
175079,0
171259,0
90271,0
108678,0
134915,0
63607,0
176725,0
179239,0
80539,0
131565,0
159583,0
68151,0
86701,0
58137,0
55646,0
102336,0
99591,0
132219,0
65426,0
118447,0
170249,0
71627,0
155120,0
76181,0
173516,0
178517,0
129450,0
131788,0
78625,0
121117,0
174431,0
161594,0
129595,0
129293,0
142322,0
68252,0
85220,0
82068,0
51892,0
131258,0
124269,0
120209,0
95940,0
105063,0
81427,0
92661,0
84191,0
49830,0
130438,0
123273,0
98717,0
84125,0
71432,0
47460,0
67663,0
98019,0
179390,0
85501,0
68499,0
115923,0
73585,0
130150,0
47119,0
143946,0
109688,0
175186,0
84168,0
85877,0
122175,0
100437,0
152397,0
144632,0
56368,0
114886,0
102486,0
59848,0
159250,0
128659,0
175671,0
69278,0
45260,0
65703,0
56739,0
145686,0
124650,0
132710,0
138026,0
151436,0
115143,0
74500,0
51547,0
51080,0
92429,0
168707,0
175016,0
61142,0
73758,0
106525,0
49915,0
69533,0
100942,0
149099,0
163856,0
61098,0
113087,0
79347,0
157388,0
44565,0
93509,0
64959,0
51989,0
67679,0
176738,0
116354,0
107104,0
76284,0
125279,0
158301,0
76842,0
151615,0
89469,0
160842,0
73320,0
58771,0
150649,0
147962,0
89618,0
112277,0
128407,0
67253,0
181873,0
113316,0
167855,0
130441,0
45071,0
99316,0
107679,0
121131,0
181962,0
102160,0
172003,0
59894,0
84582,0
108728,0
175528,0
134073,0
128518,0
71936,0
123636,0
49047,0
167431,0
122625,0
166892,0
171283,0
143022,0
169238,0
146343,0
130314,0
101076,0
50477,0
107201,0
138154,0
178206,0
182697,0
139404,0
129048,0
169663,0
121476,0
99503,0
133898,0
127590,0
169845,0
63596,0
140015,0
149763,0
129886,0
123140,0
70121,0
46409,0
96813,0
146899,0
148845,0
48892,0
116212,0
71686,0
152943,0
98355,0
154164,0
100627,0
115705,0
165558,0
103717,0
116036,0
62634,0
131983,0
107106,0
165827,0
74501,0
152476,0
146669,0
133172,0
94695,0
115638,0
87296,0
89798,0
98751,0
162346,0
130041,0
159664,0
46445,0
109752,0
167937,0
87563,0
54291,0
61471,0
74238,0
157383,0
114197,0
86262,0
114500,0
55055,0
162802,0
171125,0
148297,0
131900,0
66494,0
59526,0
156712,0
155384,0
158181,0
98070,0
101388,0
99147,0
93550,0
83529,0
85247,0
126849,0
168777,0
60482,0
54838,0
124412,0
93895,0
61849,0
159939,0
113067,0
127817,0
140285,0
138550,0
66141,0
154740,0
83108,0
50199,0
58601,0
149958,0
143951,0
73261,0
145039,0
107733,0
106287,0
80714,0
80930,0
109014,0
54605,0
72308,0
162912,0
112952,0
80935,0
103131,0
138284,0
99133,0
128233,0
157045,0
50115,0
75284,0
178008,0
44472,0
83569,0
175767,0
175925,0
179708,0
98285,0
158996,0
75202,0
151301,0
138032,0
130180,0
163631,0
56466,0
80002,0
144447,0
142585,0
181868,0
102786,0
101597,0
146146,0
121942,0
125853,0
61399,0
91235,0
117545,0
132714,0
58016,0
149225,0
78641,0
64153,0
60098,0
89586,0
176066,0
47491,0
95368,0
157444,0
151934,0
169033,0
171458,0
69008,0
178454,0
173080,0
115002,0
171752,0
145209,0
179533,0
114841,0
69936,0
56149,0
107794,0
71795,0
137643,0
92603,0
97772,0
104201,0
56247,0
137988,0
174948,0
111257,0
137040,0
116951,0
144554,0
48612,0
67269,0
114209,0
81962,0
113655,0
151125,0
108127,0
47124,0
177174,0
45252,0
69657,0
137896,0
87970,0
59051,0
148895,0
134589,0
150839,0
81808,0
56190,0
167007,0
178906,0
173766,0
56374,0
65101,0
89826,0
48281,0
129267,0
58974,0
132330,0
44901,0
51406,0
80030,0
61863,0
111820,0
107152,0
148410,0
143083,0
124485,0
63521,0
138567,0
84244,0
60923,0
69203,0
167613,0
66346,0
167213,0
168754,0
78112,0
154622,0
51740,0
109157,0
52130,0
99457,0
128154,0
55286,0
142806,0
68429,0
151072,0
162193,0
127524,0
43673,0
177144,0
56690,0
160807,0
61787,0
136631,0
128893,0
83321,0
76894,0
178425,0
63248,0
45819,0
156591,0
55220,0
139716,0
52646,0
113701,0
147122,0
164064,0
152564,0
126862,0
61238,0
149360,0
115057,0
120465,0
141962,0
88287,0
157476,0
59519,0
124904,0
157611,0
96330,0
60058,0
130390,0
55968,0
71727,0
106592,0
57786,0
146560,0
79552,0
72515,0
111366,0
160651,0
121038,0
174611,0
146756,0
160605,0
163525,0
48327,0
100309,0
149190,0
78506,0
84793,0
67203,0
148900,0
94667,0
103597,0
105994,0
110665,0
103298,0
89467,0
112888,0
44489,0
131884,0
47396,0
83826,0
149365,0
50406,0
132382,0
63176,0
128443,0
89732,0
56627,0
181533,0
90497,0
128964,0
180198,0
87521,0
159704,0
52142,0
58746,0
172021,0
76119,0
122417,0
154952,0
161974,0
127860,0
146334,0
84307,0
69031,0
141140,0
49314,0
56257,0
167422,0
59584,0
114805,0
53257,0
165374,0
107764,0
88346,0
46233,0
56961,0
61018,0
134889,0
160026,0
52315,0
70303,0
103954,0
124149,0
132553,0
134748,0
131842,0
175732,0
179357,0
146987,0
129264,0
112286,0
98661,0
181820,0
121190,0
156656,0
154275,0
81022,0
80068,0
156349,0
156394,0
72480,0
84738,0
122322,0
79509,0
77305,0
59092,0
124787,0
182444,0
92226,0
103702,0
171330,0
49819,0
55360,0
43422,0
70836,0
56553,0
160386,0
81437,0
144685,0
181320,0
94801,0
72281,0
83817,0
119489,0
136384,0
103169,0
153160,0
67605,0
177472,0
70865,0
77992,0
160337,0
135415,0
151886,0
116635,0
86749,0
113237,0
143698,0
138551,0
125814,0
72522,0
53170,0
139609,0
156856,0
59498,0
137381,0
152202,0
77908,0
68894,0
128857,0
61445,0
70365,0
140770,0
131519,0
159378,0
141222,0
110703,0
162750,0
76532,0
144691,0
84729,0
71696,0
48069,0
80518,0
137780,0
85392,0
55179,0
168230,0
84180,0
93077,0
153788,0
72823,0
113768,0
102280,0
175278,0
128067,0
58043,0
126008,0
47781,0
87663,0
100308,0
170522,0
109824,0
46678,0
172236,0
50547,0
138602,0
86828,0
90402,0
45362,0
173293,0
130961,0
68072,0
115654,0
96081,0
126270,0
84903,0
121191,0
147035,0
102152,0
111107,0
69996,0
124808,0
126411,0
91799,0
161642,0
164068,0
162861,0
125062,0
54909,0
67249,0
102183,0
145625,0
170539,0
68516,0
60614,0
142090,0
141169,0
44771,0
115581,0
176400,0
156022,0
95182,0
122363,0
43929,0
157645,0
152572,0
59669,0
165220,0
50672,0
61994,0
142350,0
62521,0
158780,0
90157,0
67326,0
48763,0
139699,0
49905,0
153360,0
175234,0
43897,0
169368,0
157127,0
112550,0
111300,0
106838,0
174883,0
145669,0
88019,0
167044,0
82797,0
144437,0
165371,0
147271,0
156046,0
87824,0
52963,0
149600,0
170571,0
72053,0
58940,0
112848,0
92531,0
119313,0
57878,0
45834,0
73896,0
93355,0
142882,0
78733,0
159768,0
159281,0
105438,0
59418,0
63027,0
160124,0
97958,0
148950,0
107910,0
96499,0
129977,0
130958,0
117135,0
131651,0
113948,0
141740,0
114324,0
168863,0
111704,0
123128,0
56135,0
176813,0
48548,0
74976,0
88116,0
167389,0
56518,0
46276,0
102960,0
102666,0
121970,0
91970,0
100856,0
149875,0
180670,0
74718,0
178605,0
109674,0
171550,0
150223,0
180505,0
140368,0
106172,0
112505,0
127141,0
79418,0
154572,0
99974,0
78002,0
144689,0
159527,0
81965,0
91111,0
142912,0
175568,0
112480,0
103686,0
133770,0
159644,0
110587,0
120228,0
75114,0
119665,0
112259,0
64322,0
70292,0
60974,0
77226,0
130011,0
120632,0
170644,0
91262,0
150242,0
94538,0
150870,0
170806,0
166781,0
151108,0
128004,0
154259,0
63380,0
171595,0
124857,0
111598,0
89174,0
169734,0
176323,0
81412,0
141906,0
64919,0
144030,0
73580,0
81525,0
70845,0
147939,0
136840,0
121680,0
87210,0
86475,0
140521,0
133659,0
112381,0
180789,0
87452,0
55205,0
55580,0
134499,0
68839,0
106839,0
173798,0
155274,0
71766,0
94836,0
57779,0
173333,0
161793,0
63551,0
112504,0
143210,0
116219,0
90430,0
118533,0
96040,0
172227,0
91627,0
167505,0
72328,0
75579,0
115007,0
106076,0
129002,0
49219,0
135871,0
129388,0
131417,0
106813,0
146566,0
122171,0
170834,0
96902,0
157910,0
125330,0
151446,0
63868,0
46643,0
138587,0
122990,0
77721,0
118130,0
143142,0
70088,0
82329,0
179700,0
144852,0
175335,0
86700,0
107702,0
151593,0
56253,0
74123,0
165586,0
52844,0
59998,0
92278,0
114348,0
57584,0
176795,0
95103,0
122798,0
61470,0
161784,0
87633,0
110647,0
73499,0
137397,0
66082,0
155349,0
93062,0
165489,0
97434,0
85106,0
86365,0
182641,0
154422,0
161624,0
153528,0
104735,0
60263,0
106513,0
126669,0
71745,0
71412,0
129738,0
60127,0
64448,0
132337,0
106574,0
105404,0
108760,0
54385,0
154086,0
169460,0
83492,0
92896,0
112613,0
43334,0
99192,0
49038,0
58261,0
132048,0
101301,0
63988,0
163982,0
142596,0
73139,0
132465,0
131238,0
45414,0
97196,0
101424,0
88773,0
50450,0
163839,0
77048,0
160744,0
77608,0
141772,0
71530,0
119163,0
94953,0
106119,0
149232,0
160931,0
120982,0
73562,0
131104,0
87845,0
97967,0
77559,0
120482,0
171011,0
147354,0
144145,0
147604,0
148953,0
167420,0
108230,0
138543,0
71860,0
70489,0
90892,0
66885,0
81492,0
169827,0
121855,0
85102,0
56793,0
88793,0
163727,0
124259,0
159353,0
129749,0
135042,0
62241,0
45045,0
103137,0
86725,0
160821,0
43799,0
118527,0
132485,0
115317,0
119262,0
97576,0
139428,0
65857,0
113881,0
164218,0
48943,0
175508,0
164506,0
122425,0
115899,0
91024,0
44063,0
159748,0
81480,0
90613,0
54139,0
92481,0
165528,0
177143,0
108952,0
167396,0
121063,0
166697,0
101622,0
59058,0
131255,0
97899,0
109842,0
130972,0
173641,0
49717,0
100878,0
73671,0
97220,0
164016,0
145398,0
61172,0
115570,0
95332,0
116271,0
86038,0
158927,0
53602,0
136964,0
155364,0
113966,0
58720,0
115837,0
106623,0
65052,0
89434,0
75488,0
63164,0
107816,0
129416,0
61315,0
139372,0
48961,0
100974,0
158299,0
46351,0
181269,0
102168,0
77189,0
123968,0
122287,0
85283,0
138102,0
74834,0
49081,0
164499,0
94874,0
82091,0
109968,0
93385,0
133814,0
144574,0
172438,0
97473,0
64826,0
143511,0
152622,0
111182,0
135149,0
118526,0
68225,0
115869,0
85539,0
165949,0
105762,0
93971,0
56879,0
150078,0
152175,0
123626,0
88538,0
58764,0
87616,0
112915,0
138546,0
83844,0
137103,0
166415,0
150908,0
79667,0
160445,0
114539,0
150255,0
144715,0
158423,0
92376,0
97515,0
113820,0
146227,0
156226,0
87111,0
124732,0
58418,0
114333,0
127455,0
141291,0
119243,0
160940,0
107907,0
157416,0
108860,0
178022,0
108241,0
137162,0
98405,0
124718,0
158049,0
161716,0
181708,0
172432,0
95844,0
62527,0
159050,0
69915,0
113582,0
120010,0
73792,0
90815,0
151734,0
179323,0
135674,0
85195,0
104569,0
96414,0
144548,0
172056,0
160011,0
121639,0
45452,0
65199,0
153683,0
78032,0
159277,0
76187,0
146820,0
45044,0
115562,0
82347,0
174062,0
164817,0
169325,0
131226,0
134610,0
125987,0
156605,0
61642,0
79275,0
61981,0
61176,0
128884,0
74154,0
172167,0
181770,0
62915,0
165241,0
85974,0
136763,0
156775,0
138808,0
158369,0
102161,0
180847,0
46062,0
165670,0
157140,0
82988,0
163806,0
85496,0
95381,0
168285,0
173558,0
175145,0
111873,0
141786,0
137266,0
163187,0
125825,0
154393,0
75320,0
176973,0
145770,0
171126,0
159689,0
71856,0
95579,0
62259,0
87613,0
43901,0
118557,0
120677,0
103560,0
59596,0
135093,0
76123,0
84360,0
98210,0
61150,0
59230,0
133244,0
147798,0
79023,0
90791,0
142160,0
81975,0
74919,0
97139,0
147004,0
156318,0
53201,0
149752,0
45236,0
114302,0
88170,0
74422,0
94507,0
166152,0
113870,0
172947,0
152415,0
64525,0
157181,0
49260,0
108639,0
53714,0
108848,0
44071,0
165854,0
87160,0
140832,0
159554,0
127222,0
134662,0
81085,0
156538,0
67343,0
91260,0
117535,0
48397,0
99391,0
78163,0
98838,0
90750,0
83227,0
103839,0
109569,0
99658,0
51555,0
160677,0
129060,0
174799,0
121529,0
55737,0
109229,0
57601,0
67873,0
113033,0
59764,0
162752,0
165149,0
91130,0
121903,0
92537,0
66223,0
79101,0
158402,0
133511,0
65482,0
94739,0
182242,0
53708,0
86942,0
154827,0
174101,0
149378,0
169015,0
76199,0
149668,0
67662,0
72672,0
94961,0
181997,0
70074,0
75550,0
133866,0
50381,0
58265,0
43579,0
156050,0
132381,0
94643,0
133373,0
110717,0
151348,0
64242,0
61495,0
133964,0
168152,0
177857,0
57383,0
142058,0
74930,0
113799,0
51184,0
144284,0
139445,0
55616,0
107270,0
86782,0
45784,0
124981,0
134811,0
115029,0
81714,0
175312,0
57753,0
160937,0
162635,0
175294,0
50855,0
73819,0
175061,0
109819,0
93947,0
57011,0
120266,0
72369,0
95678,0
47300,0
157394,0
99560,0
134500,0
95709,0
54488,0
63042,0
152842,0
162499,0
59321,0
104515,0
108600,0
129822,0
153147,0
60910,0
131448,0
67455,0
117985,0
59033,0
144520,0
170235,0
82584,0
83205,0
107896,0
78124,0
126901,0
71595,0
74126,0
99540,0
103475,0
100775,0
154642,0
138367,0
166832,0
81558,0
75771,0
80660,0
72106,0
90431,0
101657,0
140525,0
125919,0
162517,0
58866,0
49973,0
145647,0
44704,0
85889,0
177974,0
59314,0
111666,0
107483,0
163863,0
88595,0
142700,0
119473,0
138846,0
68008,0
165276,0
96574,0
117052,0
58158,0
134750,0
170105,0
98903,0
155825,0
139827,0
106284,0
169102,0
92133,0
117292,0
115083,0
114609,0
99055,0
177980,0
89124,0
167071,0
175120,0
150637,0
143158,0
67329,0
110202,0
173085,0
105027,0
91221,0
106490,0
119067,0
57801,0
79998,0
88351,0
98518,0
131767,0
60727,0
81431,0
57813,0
97017,0
115134,0
154816,0
66962,0
133609,0
133792,0
100777,0
77658,0
71592,0
176755,0
73012,0
59683,0
179986,0
144993,0
132762,0
83644,0
125658,0
123755,0
103267,0
72225,0
77974,0
182619,0
182376,0
88308,0
44372,0
155078,0
57663,0
107566,0
133513,0
167672,0
90107,0
99865,0
168223,0
115129,0
136833,0
87038,0
95744,0
158947,0
126294,0
47822,0
144857,0
75601,0
181920,0
128837,0
102513,0
46201,0
55777,0
162936,0
177049,0
106571,0
108369,0
150779,0
78481,0
46114,0
86785,0
81778,0
72132,0
87305,0
131346,0
61537,0
166671,0
98748,0
157832,0
121145,0
147499,0
59970,0
85765,0
170784,0
95212,0
108267,0
87924,0
72411,0
131229,0
105170,0
134541,0
48452,0
84291,0
117655,0
96201,0
150587,0
50746,0
177412,0
124207,0
102115,0
117813,0
133822,0
96990,0
73216,0
94270,0
149126,0
137773,0
164793,0
99496,0
93039,0
102809,0
61755,0
131065,0
137885,0
154924,0
48042,0
140786,0
58659,0
145670,0
118501,0
74030,0
76178,0
167703,0
60378,0
64328,0
91597,0
90184,0
134493,0
133562,0
93380,0
172753,0
144114,0
73516,0
88923,0
123333,0
60612,0
98432,0
153033,0
51210,0
161867,0
145390,0
138832,0
177244,0
122450,0
147480,0
102624,0
122370,0
69618,0
50698,0
71630,0
181891,0
167210,0
65513,0
105801,0
90498,0
81991,0
173692,0
158828,0
165941,0
163974,0
101757,0
55316,0
55045,0
113888,0
87684,0
84197,0
120932,0
124563,0
69955,0
128613,0
126681,0
59741,0
140782,0
109225,0
64990,0
142541,0
67735,0
58097,0
150189,0
106810,0
104840,0
52769,0
62202,0
164380,0
50409,0
119167,0
138528,0
55042,0
102434,0
115622,0
129776,0
120062,0
123561,0
102237,0
135772,0
86865,0
145421,0
73947,0
49147,0
175920,0
179483,0
144927,0
60591,0
149361,0
143816,0
139124,0
91945,0
133670,0
88296,0
137358,0
61272,0
47206,0
68488,0
87505,0
172958,0
69791,0
94278,0
136289,0
75000,0
56701,0
182648,0
166025,0
103740,0
163716,0
158582,0
179823,0
124117,0
152769,0
57669,0
122623,0
104772,0
44715,0
166427,0
50395,0
89081,0
63724,0
166111,0
47807,0
161863,0
77971,0
177074,0
47113,0
112587,0
91198,0
49164,0
78435,0
111915,0
170068,0
157520,0
83741,0
168046,0
51354,0
119325,0
181370,0
130304,0
137157,0
175060,0
55156,0
66780,0
107826,0
60020,0
105218,0
57917,0
99767,0
55036,0
114790,0
70779,0
59293,0
95533,0
175859,0
60827,0
124418,0
92701,0
70072,0
174806,0
154165,0
49944,0
74246,0
69078,0
101345,0
103364,0
73795,0
62381,0
170487,0
166683,0
102074,0
114349,0
58916,0
69292,0
54528,0
146977,0
83197,0
165192,0
63886,0
69255,0
56027,0
178727,0
160032,0
67500,0
136425,0
51600,0
138113,0
58682,0
66013,0
126985,0
114474,0
151948,0
152776,0
180568,0
94040,0
110113,0
48975,0
96106,0
61681,0
147299,0
180222,0
147967,0
180249,0
72354,0
182308,0
45642,0
95379,0
134272,0
87639,0
179282,0
181634,0
78229,0
144335,0
66945,0
91008,0
139017,0
159621,0
68937,0
181111,0
122549,0
142194,0
67044,0
128008,0
103003,0
102707,0
141769,0
74924,0
177944,0
57205,0
82088,0
49716,0
98752,0
174800,0
134062,0
171145,0
73938,0
81106,0
139353,0
68956,0
79225,0
173297,0
72869,0
125136,0
166445,0
125143,0
145480,0
175995,0
139332,0
170178,0
88144,0
112677,0
83495,0
49290,0
93370,0
118379,0
53628,0
151068,0
59107,0
117557,0
111089,0
55650,0
108665,0
151887,0
151618,0
147794,0
171366,0
112209,0
174102,0
125985,0
170297,0
83285,0
148680,0
136754,0
83730,0
87469,0
107644,0
94233,0
96211,0
155320,0
154495,0
130542,0
175947,0
111088,0
148814,0
82114,0
120105,0
62458,0
124341,0
124977,0
83336,0
44829,0
153261,0
60642,0
166551,0
94119,0
146209,0
175403,0
166228,0
111075,0
178897,0
94968,0
133601,0
89904,0
167121,0
52201,0
121155,0
133778,0
109692,0
166204,0
136749,0
94864,0
76113,0
65992,0
145701,0
144210,0
135541,0
122285,0
52785,0
157607,0
53995,0
65284,0
108580,0
79280,0
167897,0
170868,0
113354,0
122605,0
92576,0
137146,0
136714,0
138839,0
154494,0
46434,0
63738,0
92700,0
157564,0
50805,0
95593,0
138666,0
126527,0
91674,0
89898,0
103377,0
173809,0
163141,0
123416,0
87014,0
175554,0
90146,0
128524,0
120631,0
145366,0
62315,0
169202,0
122161,0
163140,0
70611,0
181230,0
52676,0
92999,0
75180,0
114318,0
137411,0
157014,0
141355,0
89460,0
126696,0
118259,0
59070,0
168776,0
138031,0
91467,0
84097,0
140389,0
78855,0
93183,0
141296,0
50905,0
181063,0
85968,0
58653,0
98934,0
87902,0
78829,0
163752,0
120323,0
62008,0
75480,0
127883,0
76415,0
76331,0
171417,0
91252,0
113614,0
145452,0
107648,0
124608,0
73930,0
63705,0
138364,0
103983,0
153510,0
52140,0
97073,0
163936,0
152975,0
97842,0
78878,0
47773,0
106540,0
44680,0
54535,0
130066,0
68997,0
165591,0
50175,0
101948,0
62305,0
111540,0
179446,0
106744,0
103787,0
159224,0
132608,0
50460,0
126443,0
67063,0
123265,0
89376,0
161083,0
83017,0
133553,0
45736,0
175128,0
112916,0
146666,0
174689,0
72508,0
154187,0
70347,0
86006,0
163041,0
94033,0
123217,0
129855,0
158904,0
120850,0
96888,0
50264,0
158105,0
177418,0
174125,0
92893,0
120591,0
49656,0
102471,0
154817,0
74546,0
181101,0
145660,0
66696,0
102909,0
61321,0
79149,0
109040,0
152060,0
87850,0
74895,0
152286,0
105363,0
120036,0
56726,0
71585,0
168482,0
58250,0
130562,0
121770,0
90041,0
143536,0
50025,0
86947,0
115521,0
85489,0
71137,0
96213,0
148353,0
84650,0
167941,0
171287,0
79179,0
94508,0
150639,0
93962,0
97730,0
93211,0
162369,0
88474,0
124959,0
83041,0
59618,0
69827,0
45380,0
107934,0
57106,0
159189,0
110401,0
138115,0
85503,0
125669,0
81501,0
149305,0
73892,0
118096,0
83387,0
99499,0
164474,0
155647,0
81140,0
100357,0
127564,0
95754,0
100008,0
143598,0
119788,0
170157,0
158907,0
55284,0
177781,0
143020,0
49813,0
45017,0
55509,0
46275,0
128378,0
123778,0
57000,0
46542,0
161512,0
116194,0
78837,0
53255,0
63609,0
52389,0
60262,0
112854,0
178151,0
67002,0
55601,0
71962,0
127257,0
105649,0
60665,0
82465,0
119810,0
67813,0
100653,0
64590,0
90325,0
127400,0
159031,0
103995,0
166265,0
171641,0
154972,0
128446,0
104311,0
141606,0
178752,0
85062,0
123735,0
60722,0
136578,0
127377,0
164159,0
96540,0
148020,0
169282,0
53137,0
111733,0
114379,0
45629,0
119029,0
68024,0
151645,0
157298,0
147324,0
43701,0
133914,0
124375,0
90992,0
59787,0
51446,0
99483,0
129111,0
172075,0
104227,0
82622,0
182389,0
163022,0
47747,0
59613,0
138195,0
44480,0
180685,0
145729,0
164591,0
136510,0
119321,0
138995,0
138925,0
174023,0
135054,0
52354,0
80172,0
65760,0
90168,0
136991,0
174956,0
174115,0
134425,0
141570,0
65275,0
112171,0
137777,0
91420,0
158243,0
69010,0
180959,0
96349,0
174348,0
114110,0
133594,0
92274,0
70938,0
167986,0
71441,0
60937,0
98922,0
176202,0
107369,0
72372,0
118868,0
55487,0
139389,0
122242,0
75922,0
155495,0
59570,0
72277,0
165150,0
169515,0
115050,0
109095,0
127410,0
124340,0
101668,0
46895,0
141900,0
136127,0
90156,0
142312,0
115120,0
147619,0
74222,0
150225,0
75983,0
74443,0
137757,0
83758,0
53530,0
181754,0
152024,0
153156,0
108235,0
88960,0
108089,0
145518,0
164714,0
139241,0
83894,0
94982,0
72744,0
181551,0
76632,0
109628,0
50850,0
83027,0
113496,0
52565,0
108021,0
106220,0
121762,0
89375,0
163293,0
139266,0
162753,0
89806,0
144717,0
148099,0
94599,0
160451,0
130638,0
90121,0
66166,0
171404,0
175874,0
155513,0
88966,0
154354,0
178994,0
130528,0
105073,0
80166,0
169514,0
143945,0
172086,0
178854,0
138285,0
140529,0
49680,0
109862,0
174759,0
181446,0
66638,0
150669,0
52020,0
168594,0
97293,0
152568,0
46431,0
130322,0
75868,0
55129,0
179276,0
48796,0
44028,0
129297,0
80290,0
100683,0
90752,0
82230,0
170104,0
64736,0
118841,0
50368,0
127709,0
165071,0
135686,0
102371,0
112957,0
180065,0
55548,0
146675,0
129335,0
148163,0
105579,0
157365,0
127842,0
152184,0
122068,0
94977,0
79907,0
122173,0
57423,0
43609,0
146285,0
48914,0
145377,0
160533,0
180211,0
94347,0
146150,0
102307,0
129708,0
66625,0
172426,0
90856,0
106341,0
52321,0
46855,0
113383,0
75873,0
141761,0
85149,0
85385,0
175806,0
153811,0
77893,0
86877,0
156398,0
83355,0
93476,0
89903,0
145255,0
63419,0
146337,0
162269,0
165196,0
135253,0
147513,0
90243,0
115987,0
95423,0
158847,0
64100,0
46202,0
67665,0
139662,0
176988,0
70821,0
61860,0
131888,0
62629,0
133377,0
128016,0
154785,0
176077,0
150858,0
93730,0
75417,0
165426,0
114519,0
154141,0
134160,0
171367,0
136335,0
142618,0
173689,0
118503,0
104944,0
124897,0
66116,0
91393,0
59318,0
133040,0
61535,0
102065,0
51278,0
